name,subprogram,srb_num,test_method,export_test_method,combined_values,expected_value
SUT_Crypto_0139,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_125、SRB_Crypto_126、SRB_Crypto_127、SRB_Crypto_128,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmEccSkDecIndexAsync.pCtx:<<null>>
AhsmEccSkDecIndexAsync.nMode:3
AhsmEccSkDecIndexAsync.nKeyIndex:0
AhsmEccSkDecIndexAsync.nLen:0
AhsmEccSkDecIndexAsync.ucCipher:<<null>>
AhsmEccSkDecIndexAsync.pnOutLen:<<null>>
AhsmEccSkDecIndexAsync.ucData:<<null>>
AhsmEccSkDecIndexAsync.return:0x3A
",return:0x3A
SUT_Crypto_0140,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_129、SRB_Crypto_130、SRB_Crypto_131、SRB_Crypto_132,Requirements_based_testing,Demand_Analysis,"AhsmEccSkDecIndexAsync.pCtx:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccSkDecIndexAsync.nMode:0
AhsmEccSkDecIndexAsync.nKeyIndex:0x21
AhsmEccSkDecIndexAsync.nLen:100
AhsmEccSkDecIndexAsync.ucCipher:<<malloc 1>>
AhsmEccSkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccSkDecIndexAsync.ucData:<<malloc 1>>
AhsmEccSkDecIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0141,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_129、SRB_Crypto_130、SRB_Crypto_131、SRB_Crypto_132,Requirements_based_testing,Demand_Analysis,"AhsmEccSkDecIndexAsync.pCtx:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].nFsmState:1
AhsmEccSkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccSkDecIndexAsync.nMode:0
AhsmEccSkDecIndexAsync.nKeyIndex:0x21
AhsmEccSkDecIndexAsync.nLen:100
AhsmEccSkDecIndexAsync.ucCipher:<<malloc 1>>
AhsmEccSkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccSkDecIndexAsync.ucData:<<malloc 1>>
AhsmEccSkDecIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0142,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_129、SRB_Crypto_130、SRB_Crypto_131、SRB_Crypto_132,Requirements_based_testing,Demand_Analysis,"AhsmEccSkDecIndexAsync.pCtx:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].nFsmState:1
AhsmEccSkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccSkDecIndexAsync.nMode:0
AhsmEccSkDecIndexAsync.nKeyIndex:0x21
AhsmEccSkDecIndexAsync.nLen:100
AhsmEccSkDecIndexAsync.ucCipher:<<malloc 1>>
AhsmEccSkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccSkDecIndexAsync.ucData:<<malloc 1>>
AhsmEccSkDecIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0143,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_129、SRB_Crypto_130、SRB_Crypto_131、SRB_Crypto_132,Requirements_based_testing,Demand_Analysis,"AhsmEccSkDecIndexAsync.pCtx:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].nFsmState:2
AhsmEccSkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccSkDecIndexAsync.nMode:0
AhsmEccSkDecIndexAsync.nKeyIndex:0x21
AhsmEccSkDecIndexAsync.nLen:100
AhsmEccSkDecIndexAsync.ucCipher:<<malloc 1>>
AhsmEccSkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccSkDecIndexAsync.ucData:<<malloc 1>>
AhsmEccSkDecIndexAsync.return:0x93
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x93
SUT_Crypto_0144,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_129、SRB_Crypto_130、SRB_Crypto_131、SRB_Crypto_132,Requirements_based_testing,Demand_Analysis,"AhsmEccSkDecIndexAsync.pCtx:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].nFsmState:1
AhsmEccSkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccSkDecIndexAsync.nMode:0
AhsmEccSkDecIndexAsync.nKeyIndex:0x21
AhsmEccSkDecIndexAsync.nLen:100
AhsmEccSkDecIndexAsync.ucCipher:<<malloc 1>>
AhsmEccSkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccSkDecIndexAsync.ucData:<<malloc 1>>
AhsmEccSkDecIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0x33
",return:0x33
SUT_Crypto_0145,AhsmEccSkDecIndexAsync,SRB_Crypto_124、SRB_Crypto_129、SRB_Crypto_130、SRB_Crypto_131、SRB_Crypto_132,Requirements_based_testing,Demand_Analysis,"AhsmEccSkDecIndexAsync.pCtx:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].nFsmState:1
AhsmEccSkDecIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccSkDecIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccSkDecIndexAsync.nMode:0
AhsmEccSkDecIndexAsync.nKeyIndex:0x21
AhsmEccSkDecIndexAsync.nLen:100
AhsmEccSkDecIndexAsync.ucCipher:<<malloc 1>>
AhsmEccSkDecIndexAsync.pnOutLen:<<malloc 1>>
AhsmEccSkDecIndexAsync.ucData:<<malloc 1>>
AhsmEccSkDecIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0122,AhsmEccVerifyIndexAsync,SRB_Crypto_108、SRB_Crypto_109、SRB_Crypto_110、SRB_Crypto_111,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x3A
AhsmEccVerifyIndexAsync.pCtx:<<null>>
AhsmEccVerifyIndexAsync.nAlg:2
AhsmEccVerifyIndexAsync.nIndex:0
AhsmEccVerifyIndexAsync.ucR:<<null>>
AhsmEccVerifyIndexAsync.ucS:<<null>>
AhsmEccVerifyIndexAsync.ucHash:<<null>>
AhsmEccVerifyIndexAsync.return:0x3A
",return:0x3A
SUT_Crypto_0123,AhsmEccVerifyIndexAsync,SRB_Crypto_108、SRB_Crypto_112、SRB_Crypto_113、SRB_Crypto_114、SRB_Crypto_115,Requirements_based_testing,Demand_Analysis,"AhsmEccVerifyIndexAsync.pCtx:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccVerifyIndexAsync.nAlg:0
AhsmEccVerifyIndexAsync.nIndex:0x21
AhsmEccVerifyIndexAsync.ucR:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucS:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucHash:<<malloc 1>>
AhsmEccVerifyIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0124,AhsmEccVerifyIndexAsync,SRB_Crypto_108、SRB_Crypto_112、SRB_Crypto_113、SRB_Crypto_114、SRB_Crypto_115,Requirements_based_testing,Demand_Analysis,"AhsmEccVerifyIndexAsync.pCtx:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].nFsmState:1
AhsmEccVerifyIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccVerifyIndexAsync.nAlg:0
AhsmEccVerifyIndexAsync.nIndex:0x21
AhsmEccVerifyIndexAsync.ucR:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucS:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucHash:<<malloc 1>>
AhsmEccVerifyIndexAsync.return:0x11
",return:0x11
SUT_Crypto_0125,AhsmEccVerifyIndexAsync,SRB_Crypto_108、SRB_Crypto_112、SRB_Crypto_113、SRB_Crypto_114、SRB_Crypto_115,Requirements_based_testing,Demand_Analysis,"AhsmEccVerifyIndexAsync.pCtx:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].nFsmState:1
AhsmEccVerifyIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccVerifyIndexAsync.nAlg:0
AhsmEccVerifyIndexAsync.nIndex:0x21
AhsmEccVerifyIndexAsync.ucR:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucS:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucHash:<<malloc 1>>
AhsmEccVerifyIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0126,AhsmEccVerifyIndexAsync,SRB_Crypto_108、SRB_Crypto_112、SRB_Crypto_113、SRB_Crypto_114、SRB_Crypto_115,Requirements_based_testing,Demand_Analysis,"AhsmEccVerifyIndexAsync.pCtx:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].nFsmState:2
AhsmEccVerifyIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccVerifyIndexAsync.nAlg:0
AhsmEccVerifyIndexAsync.nIndex:0x21
AhsmEccVerifyIndexAsync.ucR:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucS:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucHash:<<malloc 1>>
AhsmEccVerifyIndexAsync.return:0x93
",return:0x93
SUT_Crypto_0127,AhsmEccVerifyIndexAsync,SRB_Crypto_108、SRB_Crypto_112、SRB_Crypto_113、SRB_Crypto_114、SRB_Crypto_115,Requirements_based_testing,Demand_Analysis,"AhsmEccVerifyIndexAsync.pCtx:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].nFsmState:1
AhsmEccVerifyIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccVerifyIndexAsync.nAlg:0
AhsmEccVerifyIndexAsync.nIndex:0x21
AhsmEccVerifyIndexAsync.ucR:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucS:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucHash:<<malloc 1>>
AhsmEccVerifyIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0x33
",return:0x33
SUT_Crypto_0128,AhsmEccVerifyIndexAsync,SRB_Crypto_108、SRB_Crypto_112、SRB_Crypto_113、SRB_Crypto_114、SRB_Crypto_115,Requirements_based_testing,Demand_Analysis,"AhsmEccVerifyIndexAsync.pCtx:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].nFsmState:1
AhsmEccVerifyIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmEccVerifyIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmEccVerifyIndexAsync.nAlg:0
AhsmEccVerifyIndexAsync.nIndex:0x21
AhsmEccVerifyIndexAsync.ucR:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucS:<<malloc 1>>
AhsmEccVerifyIndexAsync.ucHash:<<malloc 1>>
AhsmEccVerifyIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0146,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_134、SRB_Crypto_135、SRB_Crypto_136、SRB_Crypto_137、SRB_Crypto_138,Fault_Injection_Test,Generation_Analysis_Of_Equivalence_Classes,"Crypto_Drv_PriParaCheck.RetVal[0]:0x37
AhsmMacIndexAsync.pCtx:<<null>>
AhsmMacIndexAsync.nMacType:3
AhsmMacIndexAsync.nAlg:2
AhsmMacIndexAsync.nIndex:0xFF
AhsmMacIndexAsync.nDataLen:0
AhsmMacIndexAsync.ucData:<<null>>
AhsmMacIndexAsync.pnMacLen:<<null>>
AhsmMacIndexAsync.ucMac:<<null>>
AhsmMacIndexAsync.return:0x37
",return:0x37
SUT_Crypto_0147,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:10
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0148,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:512
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x0
",return:0x0
SUT_Crypto_0149,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].nFsmState:1
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:512
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
SUT_Crypto_0150,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].nFsmState:2
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:512
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x93
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x93
SUT_Crypto_0151,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].nFsmState:1
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:512
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x11
AhsmGetQueueHsmStatus.pnStatus[0]:1
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x11
SUT_Crypto_0152,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].nFsmState:1
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:512
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x33
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0x33
AhsmMsgParse.return:0x33
",return:0x33
SUT_Crypto_0153,AhsmMacIndexAsync,SRB_Crypto_133、SRB_Crypto_139、SRB_Crypto_140、SRB_Crypto_141、SRB_Crypto_142,Requirements_based_testing,Demand_Analysis,"AhsmMacIndexAsync.pCtx:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].nFsmState:1
AhsmMacIndexAsync.pCtx[0].pJobItem:<<malloc 1>>
AhsmMacIndexAsync.pCtx[0].sndMsg.nRetCode:1
AhsmMacIndexAsync.pCtx[0].sndMsg.nBodyLen:1
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pReqBody:""1""
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:<<malloc 2>>
AhsmMacIndexAsync.pCtx[0].sndMsg.pResBody:""1""
AhsmMacIndexAsync.pCtx[0].rcvMsg.nBodyLen:33
AhsmMacIndexAsync.nMacType:0
AhsmMacIndexAsync.nAlg:0
AhsmMacIndexAsync.nIndex:0x0
AhsmMacIndexAsync.nDataLen:512
AhsmMacIndexAsync.ucData:<<malloc 1>>
AhsmMacIndexAsync.pnMacLen:<<malloc 1>>
AhsmMacIndexAsync.ucMac:<<malloc 1>>
AhsmMacIndexAsync.return:0x0
AhsmGetQueueHsmStatus.pnStatus[0]:2
AhsmGetQueuePlainResData.return:0
AhsmMsgParse.return:0
",return:0x0
